0.117313,0.118198,0.118876,
-0.0296284,-0.0295359,-0.0294845,
-0.0284596,-0.0282718,-0.028131,
0.118198,0.118876,0.119328,
-0.0295359,-0.0294845,-0.0294695,
-0.0282718,-0.028131,-0.0280208,
0.118876,0.119328,0.119728,
-0.0294845,-0.0294695,-0.0294865,
-0.028131,-0.0280208,-0.0278895,
0.119328,0.119728,0.119797,
-0.0294695,-0.0294865,-0.0294985,
-0.0280208,-0.0278895,-0.0278841,
0.119728,0.119797,0.11982,
-0.0294865,-0.0294985,-0.0295187,
-0.0278895,-0.0278841,-0.0278657,
0.119797,0.11982,0.119623,
-0.0294985,-0.0295187,-0.029568,
-0.0278841,-0.0278657,-0.0279206,
0.11982,0.119623,0.119512,
-0.0295187,-0.029568,-0.029584,
-0.0278657,-0.0279206,-0.0278865,
0.119623,0.119512,0.11941,
-0.029568,-0.029584,-0.0295865,
-0.0279206,-0.0278865,-0.0279243,
0.119512,0.11941,0.119218,
-0.029584,-0.0295865,-0.0295804,
-0.0278865,-0.0279243,-0.0278923,
0.11941,0.119218,0.119068,
-0.0295865,-0.0295804,-0.0295862,
-0.0279243,-0.0278923,-0.02785,
0.119218,0.119068,0.118725,
-0.0295804,-0.0295862,-0.029633,
-0.0278923,-0.02785,-0.0279055,
0.119068,0.118725,0.118612,
-0.0295862,-0.029633,-0.0296401,
-0.02785,-0.0279055,-0.0278861,
0.118725,0.118612,0.118549,
-0.029633,-0.0296401,-0.0296546,
-0.0279055,-0.0278861,-0.0278945,
0.118612,0.118549,0.118469,
-0.0296401,-0.0296546,-0.0296933,
-0.0278861,-0.0278945,-0.0279306,
0.118549,0.118469,0.118441,
-0.0296546,-0.0296933,-0.0296829,
-0.0278945,-0.0279306,-0.0279274,
0.118469,0.118441,0.118417,
-0.0296933,-0.0296829,-0.0296581,
-0.0279306,-0.0279274,-0.0279329,
0.118441,0.118417,0.118429,
-0.0296829,-0.0296581,-0.0296269,
-0.0279274,-0.0279329,-0.0279317,
0.118417,0.118429,0.118455,
-0.0296581,-0.0296269,-0.0296205,
-0.0279329,-0.0279317,-0.0279424,
0.118429,0.118455,0.118523,
-0.0296269,-0.0296205,-0.0295987,
-0.0279317,-0.0279424,-0.0279303,
0.118455,0.118523,0.118587,
-0.0296205,-0.0295987,-0.0295377,
-0.0279424,-0.0279303,-0.0279584,
0.118523,0.118587,0.118613,
-0.0295987,-0.0295377,-0.0294918,
-0.0279303,-0.0279584,-0.0279794,
0.118587,0.118613,0.118642,
-0.0295377,-0.0294918,-0.0294068,
-0.0279584,-0.0279794,-0.0279324,
0.118613,0.118642,0.118693,
