0,0.000795159,-0.0016868,
0,-0.0025586,0.000511516,
0,-0.000642238,0.00163573,
0.000795159,-0.0016868,0.00388979,
-0.0025586,0.000511516,0.0024311,
-0.000642238,0.00163573,0.00075885,
-0.0016868,0.00388979,0.00218862,
0.000511516,0.0024311,0.000238293,
0.00163573,0.00075885,-0.00137953,
0.00388979,0.00218862,0.00126336,
0.0024311,0.000238293,0.00058798,
0.00075885,-0.00137953,-0.00100012,
0.00218862,0.00126336,0.00400699,
0.000238293,0.00058798,-2.86138e-05,
-0.00137953,-0.00100012,0.00129471,
0.00126336,0.00400699,0.00461916,
0.00058798,-2.86138e-05,-0.00349824,
-0.00100012,0.00129471,0.00145015,
0.00400699,0.00461916,-0.00154743,
-2.86138e-05,-0.00349824,-0.00146539,
0.00129471,0.00145015,0.0005831,
0.00461916,-0.00154743,0.000845318,
-0.00349824,-0.00146539,0.0014864,
0.00145015,0.0005831,0.000844392,
-0.00154743,0.000845318,0.00584629,
-0.00146539,0.0014864,-2.03585e-05,
0.0005831,0.000844392,0.00290929,
0.000845318,0.00584629,0.0003031,
0.0014864,-2.03585e-05,-0.00176614,
0.000844392,0.00290929,0.000620332,
0.00584629,0.0003031,-1.61122e-06,
-2.03585e-05,-0.00176614,0.00288606,
0.00290929,0.000620332,0.00063238,
0.0003031,-1.61122e-06,0.000581895,
-0.00176614,0.00288606,0.0020594,
0.000620332,0.00063238,-1.48853e-05,
-1.61122e-06,0.000581895,0.00432336,
0.00288606,0.0020594,-0.00259597,
0.00063238,-1.48853e-05,0.00125772,
0.000581895,0.00432336,0.00394357,
0.0020594,-0.00259597,0.00161965,
-1.48853e-05,0.00125772,-0.000494329,
0.00432336,0.00394357,-5.79402e-05,
-0.00259597,0.00161965,-0.00270424,
0.00125772,-0.000494329,-1.05783e-05,
0.00394357,-5.79402e-05,0.00447427,
0.00161965,-0.00270424,-0.00227959,
-0.000494329,-1.05783e-05,0.00145732,
-5.79402e-05,0.00447427,-0.00348959,
-0.00270424,-0.00227959,-0.000243319,
-1.05783e-05,0.00145732,-0.000493786,
0.00447427,-0.00348959,-0.000382785,
-0.00227959,-0.000243319,-0.00144494,
0.00145732,-0.000493786,-0.00018041,
-0.00348959,-0.000382785,0.000977817,
-0.000243319,-0.00144494,0.00138534,
-0.000493786,-0.00018041,-0.000262422,
-0.000382785,0.000977817,0.00220767,
-0.00144494,0.00138534,0.000469158,
